group,variable,value
Scioto,30-Nov,78
Scioto,1-Dec,66
Scioto,2-Dec,77
Scioto,3-Dec,67
Scioto,4-Dec,90
Scioto,5-Dec,60
Scioto,6-Dec,72
Scioto,7-Dec,72
Scioto,8-Dec,80
Scioto,9-Dec,89
Scioto,10-Dec,64
Scioto,11-Dec,60
Scioto,12-Dec,42
Scioto,13-Dec,37
Scioto,14-Dec,78
Scioto,15-Dec,74
Scioto,16-Dec,55
Scioto,17-Dec,58
Scioto,18-Dec,51
Scioto,19-Dec,28
Scioto,20-Dec,28
Scioto,21-Dec,89
Scioto,22-Dec,54
Scioto,23-Dec,59
Scioto,24-Dec,50
Scioto,25-Dec,49
Scioto,26-Dec,49
Scioto,27-Dec,60
Scioto,28-Dec,84
Scioto,29-Dec,81
Scioto,30-Dec,60
Scioto,31-Dec,51
Scioto,1-Jan,41
Scioto,2-Jan,61
Scioto,3-Jan,49
Scioto,4-Jan,59
Scioto,5-Jan,52
Scioto,6-Jan,48
Scioto,7-Jan,52
Scioto,8-Jan,40
Scioto,9-Jan,64
Scioto,10-Jan,43
Scioto,11-Jan,36
Scioto,12-Jan,28
Scioto,13-Jan,30
Scioto,14-Jan,27
Scioto,15-Jan,23
Scioto,16-Jan,11
Scioto,17-Jan,1
Seneca,1-Aug,5
Seneca,2-Aug,3
Seneca,3-Aug,10
Seneca,4-Aug,3
Seneca,5-Aug,10
Seneca,6-Aug,2
Seneca,7-Aug,6
Seneca,8-Aug,7
Seneca,9-Aug,3
Seneca,10-Aug,7
Seneca,11-Aug,5
Seneca,12-Aug,6
Seneca,13-Aug,1
Seneca,14-Aug,12
Seneca,15-Aug,7
Seneca,16-Aug,7
Seneca,17-Aug,22
Seneca,18-Aug,8
Seneca,19-Aug,11
Seneca,20-Aug,4
Seneca,21-Aug,5
Seneca,22-Aug,2
Seneca,23-Aug,4
Seneca,24-Aug,7
Seneca,25-Aug,5
Seneca,26-Aug,1
Seneca,27-Aug,5
Seneca,28-Aug,4
Seneca,29-Aug,0
Seneca,30-Aug,4
Seneca,31-Aug,3
Seneca,1-Sep,2
Seneca,2-Sep,1
Seneca,3-Sep,2
Seneca,4-Sep,4
Seneca,5-Sep,3
Seneca,6-Sep,1
Seneca,7-Sep,2
Seneca,8-Sep,6
Seneca,9-Sep,8
Seneca,10-Sep,5
Seneca,11-Sep,4
Seneca,12-Sep,2
Seneca,13-Sep,2
Seneca,14-Sep,13
Seneca,15-Sep,14
Seneca,16-Sep,6
Seneca,17-Sep,6
Seneca,18-Sep,6
Seneca,19-Sep,4
Seneca,20-Sep,3
Seneca,21-Sep,2
Seneca,22-Sep,9
Seneca,23-Sep,4
Seneca,24-Sep,3
Seneca,25-Sep,2
Seneca,26-Sep,1
Seneca,27-Sep,2
Seneca,28-Sep,3
Seneca,29-Sep,2
Seneca,30-Sep,4
Seneca,1-Oct,2
Seneca,2-Oct,5
Seneca,3-Oct,2
Seneca,4-Oct,5
Seneca,5-Oct,3
Seneca,6-Oct,5
Seneca,7-Oct,9
Seneca,8-Oct,7
Seneca,9-Oct,7
Seneca,10-Oct,10
Seneca,11-Oct,12
Seneca,12-Oct,6
Seneca,13-Oct,8
Seneca,14-Oct,5
Seneca,15-Oct,2
Seneca,16-Oct,7
Seneca,17-Oct,11
Seneca,18-Oct,10
Seneca,19-Oct,12
Seneca,20-Oct,20
Seneca,21-Oct,12
Seneca,22-Oct,16
Seneca,23-Oct,14
Seneca,24-Oct,11
Seneca,25-Oct,17
Seneca,26-Oct,31
Seneca,27-Oct,30
Seneca,28-Oct,32
Seneca,29-Oct,23
Seneca,30-Oct,27
Seneca,31-Oct,23
Seneca,1-Nov,24
Seneca,2-Nov,50
Seneca,3-Nov,47
Seneca,4-Nov,42
Seneca,5-Nov,55
Seneca,6-Nov,72
Seneca,7-Nov,37
Seneca,8-Nov,55
Seneca,9-Nov,58
Seneca,10-Nov,56
Seneca,11-Nov,40
Seneca,12-Nov,68
Seneca,13-Nov,78
Seneca,14-Nov,19
Seneca,15-Nov,36
Seneca,16-Nov,76
Seneca,17-Nov,89
Seneca,18-Nov,42
Seneca,19-Nov,52
Seneca,20-Nov,46
Seneca,21-Nov,24
Seneca,22-Nov,27
Seneca,23-Nov,60
Seneca,24-Nov,62
Seneca,25-Nov,36
Seneca,26-Nov,16
Seneca,27-Nov,33
Seneca,28-Nov,33
Seneca,29-Nov,38
Seneca,30-Nov,51
Seneca,1-Dec,50
Seneca,2-Dec,49
Seneca,3-Dec,58
Seneca,4-Dec,45
Seneca,5-Dec,39
Seneca,6-Dec,26
Seneca,7-Dec,55
Seneca,8-Dec,49
Seneca,9-Dec,45
Seneca,10-Dec,57
Seneca,11-Dec,51
Seneca,12-Dec,25
Seneca,13-Dec,28
Seneca,14-Dec,68
Seneca,15-Dec,45
Seneca,16-Dec,33
Seneca,17-Dec,35
Seneca,18-Dec,36
Seneca,19-Dec,27
Seneca,20-Dec,30
Seneca,21-Dec,34
Seneca,22-Dec,44
Seneca,23-Dec,24
Seneca,24-Dec,34
Seneca,25-Dec,22
Seneca,26-Dec,27
Seneca,27-Dec,37
Seneca,28-Dec,43
Seneca,29-Dec,62
Seneca,30-Dec,33
Seneca,31-Dec,31
Seneca,1-Jan,40
Seneca,2-Jan,34
Seneca,3-Jan,26
Seneca,4-Jan,59
Seneca,5-Jan,50
Seneca,6-Jan,48
Seneca,7-Jan,35
Seneca,8-Jan,35
Seneca,9-Jan,16
Seneca,10-Jan,17
Seneca,11-Jan,41
Seneca,12-Jan,29
Seneca,13-Jan,26
Seneca,14-Jan,24
Seneca,15-Jan,20
Seneca,16-Jan,8
Seneca,17-Jan,8
Shelby,1-Aug,2
Shelby,2-Aug,4
Shelby,3-Aug,9
Shelby,4-Aug,8
Shelby,5-Aug,8
Shelby,6-Aug,14
Shelby,7-Aug,6
Shelby,8-Aug,6
Shelby,9-Aug,4
Shelby,10-Aug,7
Shelby,11-Aug,6
Shelby,12-Aug,10
Shelby,13-Aug,8
Shelby,14-Aug,9
Shelby,15-Aug,2
Shelby,16-Aug,2
Shelby,17-Aug,3
Shelby,18-Aug,8
Shelby,19-Aug,8
Shelby,20-Aug,3
Shelby,21-Aug,8
Shelby,22-Aug,9
Shelby,23-Aug,17
Shelby,24-Aug,17
Shelby,25-Aug,9
Shelby,26-Aug,12
Shelby,27-Aug,8
Shelby,28-Aug,10
Shelby,29-Aug,11
Shelby,30-Aug,11
Shelby,31-Aug,17
Shelby,1-Sep,9
Shelby,2-Sep,17
Shelby,3-Sep,9
Shelby,4-Sep,16
Shelby,5-Sep,10
Shelby,6-Sep,5
Shelby,7-Sep,15
Shelby,8-Sep,8
Shelby,9-Sep,5
Shelby,10-Sep,17
Shelby,11-Sep,9
Shelby,12-Sep,6
Shelby,13-Sep,7
Shelby,14-Sep,8
Shelby,15-Sep,9
Shelby,16-Sep,17
Shelby,17-Sep,8
Shelby,18-Sep,8
Shelby,19-Sep,9
Shelby,20-Sep,8
Shelby,21-Sep,9
Shelby,22-Sep,12
Shelby,23-Sep,5
Shelby,24-Sep,7
Shelby,25-Sep,8
Shelby,26-Sep,7
Shelby,27-Sep,13
Shelby,28-Sep,10
Shelby,29-Sep,9
Shelby,30-Sep,6
Shelby,1-Oct,5
Shelby,2-Oct,15
Shelby,3-Oct,6
Shelby,4-Oct,5
Shelby,5-Oct,4
Shelby,6-Oct,15
Shelby,7-Oct,11
Shelby,8-Oct,12
Shelby,9-Oct,11
Shelby,10-Oct,10
Shelby,11-Oct,9
Shelby,12-Oct,13
Shelby,13-Oct,8
Shelby,14-Oct,11
Shelby,15-Oct,16
Shelby,16-Oct,7
Shelby,17-Oct,14
Shelby,18-Oct,10
Shelby,19-Oct,23
Shelby,20-Oct,16
Shelby,21-Oct,13
Shelby,22-Oct,11
Shelby,23-Oct,13
Shelby,24-Oct,19
Shelby,25-Oct,16
Shelby,26-Oct,27
Shelby,27-Oct,23
Shelby,28-Oct,28
Shelby,29-Oct,16
Shelby,30-Oct,17
Shelby,31-Oct,22
Shelby,1-Nov,25
Shelby,2-Nov,47
Shelby,3-Nov,28
Shelby,4-Nov,43
Shelby,5-Nov,38
Shelby,6-Nov,26
Shelby,7-Nov,30
Shelby,8-Nov,31
Shelby,9-Nov,62
Shelby,10-Nov,36
Shelby,11-Nov,41
Shelby,12-Nov,56
Shelby,13-Nov,42
Shelby,14-Nov,35
Shelby,15-Nov,36
Shelby,16-Nov,55
Shelby,17-Nov,42
Shelby,18-Nov,70
Shelby,19-Nov,48
Shelby,20-Nov,46
Shelby,21-Nov,19
Shelby,22-Nov,19
Shelby,23-Nov,38
Shelby,24-Nov,35
Shelby,25-Nov,46
Shelby,26-Nov,19
Shelby,27-Nov,33
Shelby,28-Nov,33
Shelby,29-Nov,29
Shelby,30-Nov,68
Shelby,1-Dec,37
Shelby,2-Dec,43
Shelby,3-Dec,50
Shelby,4-Dec,40
Shelby,5-Dec,23
Shelby,6-Dec,30
Shelby,7-Dec,52
Shelby,8-Dec,55
Shelby,9-Dec,47
Shelby,10-Dec,40
Shelby,11-Dec,43
Shelby,12-Dec,30
Shelby,13-Dec,23
Shelby,14-Dec,44
Shelby,15-Dec,43
Shelby,16-Dec,34
Shelby,17-Dec,30
Shelby,18-Dec,50
Shelby,19-Dec,27
Shelby,20-Dec,37
Shelby,21-Dec,42
Shelby,22-Dec,36
Shelby,23-Dec,46
Shelby,24-Dec,29
Shelby,25-Dec,12
Shelby,26-Dec,25
Shelby,27-Dec,16
Shelby,28-Dec,63
Shelby,29-Dec,47
Shelby,30-Dec,48
Shelby,31-Dec,35
Shelby,1-Jan,17
Shelby,2-Jan,53
Shelby,3-Jan,25
Shelby,4-Jan,95
Shelby,5-Jan,60
Shelby,6-Jan,46
Shelby,7-Jan,39
Shelby,8-Jan,40
Shelby,9-Jan,17
Shelby,10-Jan,14
Shelby,11-Jan,44
Shelby,12-Jan,26
Shelby,13-Jan,26
Shelby,14-Jan,22
Shelby,15-Jan,18
Shelby,16-Jan,4
Shelby,17-Jan,1
Stark,1-Aug,27
Stark,2-Aug,18
Stark,3-Aug,24
Stark,4-Aug,29
Stark,5-Aug,26
Stark,6-Aug,21
Stark,7-Aug,30
Stark,8-Aug,19
Stark,9-Aug,19
Stark,10-Aug,26
Stark,11-Aug,26
Stark,12-Aug,23
Stark,13-Aug,41
Stark,14-Aug,33
Stark,15-Aug,13
Stark,16-Aug,22
Stark,17-Aug,22
Stark,18-Aug,12
Stark,19-Aug,16
Stark,20-Aug,19
Stark,21-Aug,16
Stark,22-Aug,14
Stark,23-Aug,14
Stark,24-Aug,38
Stark,25-Aug,21
Stark,26-Aug,13
Stark,27-Aug,23
Stark,28-Aug,23
Stark,29-Aug,15
Stark,30-Aug,12
Stark,31-Aug,18
Stark,1-Sep,17
Stark,2-Sep,22
Stark,3-Sep,14
Stark,4-Sep,28
Stark,5-Sep,12
Stark,6-Sep,10
Stark,7-Sep,21
Stark,8-Sep,27
Stark,9-Sep,23
Stark,10-Sep,19
Stark,11-Sep,28
Stark,12-Sep,18
Stark,13-Sep,24
Stark,14-Sep,29
Stark,15-Sep,21
Stark,16-Sep,22
Stark,17-Sep,26
Stark,18-Sep,11
Stark,19-Sep,17
Stark,20-Sep,13
Stark,21-Sep,32
Stark,22-Sep,24
Stark,23-Sep,23
Stark,24-Sep,31
Stark,25-Sep,26
Stark,26-Sep,19
Stark,27-Sep,15
Stark,28-Sep,37
Stark,29-Sep,26
Stark,30-Sep,27
Stark,1-Oct,45
Stark,2-Oct,37
Stark,3-Oct,25
Stark,4-Oct,24
Stark,5-Oct,36
Stark,6-Oct,33
Stark,7-Oct,61
Stark,8-Oct,56
Stark,9-Oct,38
Stark,10-Oct,22
Stark,11-Oct,22
Stark,12-Oct,60
Stark,13-Oct,47
Stark,14-Oct,54
Stark,15-Oct,42
Stark,16-Oct,60
Stark,17-Oct,34
Stark,18-Oct,40
Stark,19-Oct,73
Stark,20-Oct,70
Stark,21-Oct,79
Stark,22-Oct,81
Stark,23-Oct,77
Stark,24-Oct,60
Stark,25-Oct,52
Stark,26-Oct,105
Stark,27-Oct,109
Stark,28-Oct,100
Stark,29-Oct,111
Stark,30-Oct,99
Stark,31-Oct,81
Stark,1-Nov,112
Stark,2-Nov,201
Stark,3-Nov,167
Stark,4-Nov,167
Stark,5-Nov,207
Stark,6-Nov,218
Stark,7-Nov,132
Stark,8-Nov,139
Stark,9-Nov,254
Stark,10-Nov,297
Stark,11-Nov,250
Stark,12-Nov,292
Stark,13-Nov,271
Stark,14-Nov,153
Stark,15-Nov,163
Stark,16-Nov,358
Stark,17-Nov,341
Stark,18-Nov,278
Stark,19-Nov,286
Stark,20-Nov,340
Stark,21-Nov,185
Stark,22-Nov,159
Stark,23-Nov,377
Stark,24-Nov,437
Stark,25-Nov,341
Stark,26-Nov,73
Stark,27-Nov,379
Stark,28-Nov,223
Stark,29-Nov,231
Stark,30-Nov,503
Stark,1-Dec,526
Stark,2-Dec,358
Stark,3-Dec,424
Stark,4-Dec,427
Stark,5-Dec,215
Stark,6-Dec,260
Stark,7-Dec,412
Stark,8-Dec,436
Stark,9-Dec,425
Stark,10-Dec,344
Stark,11-Dec,333
Stark,12-Dec,192
Stark,13-Dec,157
Stark,14-Dec,379
Stark,15-Dec,355
Stark,16-Dec,322
Stark,17-Dec,257
Stark,18-Dec,257
Stark,19-Dec,113
Stark,20-Dec,171
Stark,21-Dec,253
Stark,22-Dec,275
Stark,23-Dec,245
Stark,24-Dec,174
Stark,25-Dec,47
Stark,26-Dec,157
Stark,27-Dec,153
Stark,28-Dec,305
Stark,29-Dec,284
Stark,30-Dec,297
Stark,31-Dec,227
Stark,1-Jan,106
Stark,2-Jan,208
Stark,3-Jan,160
Stark,4-Jan,435
Stark,5-Jan,337
Stark,6-Jan,305
Stark,7-Jan,243
Stark,8-Jan,248
Stark,9-Jan,164
Stark,10-Jan,128
Stark,11-Jan,269
Stark,12-Jan,235
Stark,13-Jan,221
Stark,14-Jan,178
Stark,15-Jan,178
Stark,16-Jan,32
Stark,17-Jan,25
Summit,1-Aug,48
Summit,2-Aug,38
Summit,3-Aug,45
Summit,4-Aug,49
Summit,5-Aug,47
Summit,6-Aug,44
Summit,7-Aug,32
Summit,8-Aug,38
Summit,9-Aug,32
Summit,10-Aug,43
Summit,11-Aug,28
Summit,12-Aug,40
Summit,13-Aug,29
Summit,14-Aug,29
Summit,15-Aug,23
Summit,16-Aug,30
Summit,17-Aug,42
Summit,18-Aug,39
Summit,19-Aug,35
Summit,20-Aug,33
Summit,21-Aug,31
Summit,22-Aug,30
Summit,23-Aug,29
Summit,24-Aug,38
Summit,25-Aug,41
Summit,26-Aug,34
Summit,27-Aug,25
Summit,28-Aug,44
Summit,29-Aug,28
Summit,30-Aug,34
Summit,31-Aug,37
Summit,1-Sep,30
Summit,2-Sep,34
Summit,3-Sep,36
Summit,4-Sep,29
Summit,5-Sep,25
Summit,6-Sep,18
Summit,7-Sep,27
Summit,8-Sep,38
Summit,9-Sep,35
Summit,10-Sep,41
Summit,11-Sep,37
Summit,12-Sep,30
Summit,13-Sep,28
Summit,14-Sep,43
Summit,15-Sep,38
Summit,16-Sep,37
Summit,17-Sep,27
Summit,18-Sep,30
Summit,19-Sep,26
Summit,20-Sep,24
Summit,21-Sep,27
Summit,22-Sep,30
Summit,23-Sep,38
Summit,24-Sep,41
Summit,25-Sep,38
Summit,26-Sep,29
Summit,27-Sep,27
Summit,28-Sep,53
Summit,29-Sep,48
Summit,30-Sep,47
Summit,1-Oct,54
Summit,2-Oct,45
Summit,3-Oct,38
Summit,4-Oct,37
Summit,5-Oct,75
Summit,6-Oct,59
Summit,7-Oct,78
Summit,8-Oct,51
Summit,9-Oct,73
Summit,10-Oct,54
Summit,11-Oct,58
Summit,12-Oct,130
Summit,13-Oct,82
Summit,14-Oct,69
Summit,15-Oct,74
Summit,16-Oct,60
Summit,17-Oct,64
Summit,18-Oct,74
Summit,19-Oct,83
Summit,20-Oct,77
Summit,21-Oct,100
Summit,22-Oct,85
Summit,23-Oct,78
Summit,24-Oct,65
Summit,25-Oct,58
Summit,26-Oct,133
Summit,27-Oct,98
Summit,28-Oct,131
Summit,29-Oct,130
Summit,30-Oct,80
Summit,31-Oct,97
Summit,1-Nov,93
Summit,2-Nov,212
Summit,3-Nov,194
Summit,4-Nov,232
Summit,5-Nov,254
Summit,6-Nov,309
Summit,7-Nov,200
Summit,8-Nov,172
Summit,9-Nov,392
Summit,10-Nov,339
Summit,11-Nov,360
Summit,12-Nov,308
Summit,13-Nov,321
Summit,14-Nov,228
Summit,15-Nov,169
Summit,16-Nov,365
Summit,17-Nov,410
Summit,18-Nov,391
Summit,19-Nov,392
Summit,20-Nov,443
Summit,21-Nov,232
Summit,22-Nov,194
Summit,23-Nov,509
Summit,24-Nov,563
Summit,25-Nov,434
Summit,26-Nov,115
Summit,27-Nov,459
Summit,28-Nov,292
Summit,29-Nov,312
Summit,30-Nov,609
Summit,1-Dec,557
Summit,2-Dec,604
Summit,3-Dec,490
Summit,4-Dec,723
Summit,5-Dec,374
Summit,6-Dec,343
Summit,7-Dec,497
Summit,8-Dec,484
Summit,9-Dec,398
Summit,10-Dec,400
Summit,11-Dec,395
Summit,12-Dec,279
Summit,13-Dec,232
Summit,14-Dec,455
Summit,15-Dec,471
Summit,16-Dec,386
Summit,17-Dec,337
Summit,18-Dec,393
Summit,19-Dec,238
Summit,20-Dec,210
Summit,21-Dec,381
Summit,22-Dec,315
Summit,23-Dec,266
Summit,24-Dec,178
Summit,25-Dec,97
Summit,26-Dec,195
Summit,27-Dec,167
Summit,28-Dec,436
Summit,29-Dec,372
Summit,30-Dec,395
Summit,31-Dec,336
Summit,1-Jan,93
Summit,2-Jan,295
Summit,3-Jan,255
Summit,4-Jan,489
Summit,5-Jan,452
Summit,6-Jan,388
Summit,7-Jan,337
Summit,8-Jan,315
Summit,9-Jan,169
Summit,10-Jan,154
Summit,11-Jan,375
Summit,12-Jan,329
Summit,13-Jan,288
Summit,14-Jan,277
Summit,15-Jan,216
Summit,16-Jan,60
Summit,17-Jan,48
Trumbull,1-Aug,7
Trumbull,2-Aug,6
Trumbull,3-Aug,10
Trumbull,4-Aug,15
Trumbull,5-Aug,6
Trumbull,6-Aug,16
Trumbull,7-Aug,14
Trumbull,8-Aug,10
Trumbull,9-Aug,11
Trumbull,10-Aug,16
Trumbull,11-Aug,26
Trumbull,12-Aug,23
Trumbull,13-Aug,10
Trumbull,14-Aug,12
Trumbull,15-Aug,5
Trumbull,16-Aug,2
Trumbull,17-Aug,8
Trumbull,18-Aug,6
Trumbull,19-Aug,9
Trumbull,20-Aug,7
Trumbull,21-Aug,7
Trumbull,22-Aug,5
Trumbull,23-Aug,2
Trumbull,24-Aug,4
Trumbull,25-Aug,3
Trumbull,26-Aug,3
Trumbull,27-Aug,5
Trumbull,28-Aug,5
Trumbull,29-Aug,2
Trumbull,30-Aug,5
Trumbull,31-Aug,5
Trumbull,1-Sep,5
Trumbull,2-Sep,4
Trumbull,3-Sep,5
Trumbull,4-Sep,11
Trumbull,5-Sep,5
Trumbull,6-Sep,1
Trumbull,7-Sep,3
Trumbull,8-Sep,8
Trumbull,9-Sep,10
Trumbull,10-Sep,8
Trumbull,11-Sep,7
Trumbull,12-Sep,4
Trumbull,13-Sep,3
Trumbull,14-Sep,7
Trumbull,15-Sep,3
Trumbull,16-Sep,5
Trumbull,17-Sep,6
Trumbull,18-Sep,8
Trumbull,19-Sep,11
Trumbull,20-Sep,4
Trumbull,21-Sep,12
Trumbull,22-Sep,12
Trumbull,23-Sep,16
Trumbull,24-Sep,13
Trumbull,25-Sep,11
Trumbull,26-Sep,11
Trumbull,27-Sep,10
Trumbull,28-Sep,9
Trumbull,29-Sep,13
Trumbull,30-Sep,19
Trumbull,1-Oct,17
Trumbull,2-Oct,14
Trumbull,3-Oct,5
Trumbull,4-Oct,8
Trumbull,5-Oct,15
Trumbull,6-Oct,10
Trumbull,7-Oct,13
Trumbull,8-Oct,9
Trumbull,9-Oct,15
Trumbull,10-Oct,11
Trumbull,11-Oct,8
Trumbull,12-Oct,21
Trumbull,13-Oct,25
Trumbull,14-Oct,24
Trumbull,15-Oct,28
Trumbull,16-Oct,30
Trumbull,17-Oct,32
Trumbull,18-Oct,28
Trumbull,19-Oct,29
Trumbull,20-Oct,34
Trumbull,21-Oct,38
Trumbull,22-Oct,25
Trumbull,23-Oct,25
Trumbull,24-Oct,37
Trumbull,25-Oct,37
Trumbull,26-Oct,38
Trumbull,27-Oct,47
Trumbull,28-Oct,46
Trumbull,29-Oct,49
Trumbull,30-Oct,52
Trumbull,31-Oct,75
Trumbull,1-Nov,77
Trumbull,2-Nov,112
Trumbull,3-Nov,113
Trumbull,4-Nov,123
Trumbull,5-Nov,139
Trumbull,6-Nov,115
Trumbull,7-Nov,90
Trumbull,8-Nov,89
Trumbull,9-Nov,166
Trumbull,10-Nov,163
Trumbull,11-Nov,165
Trumbull,12-Nov,188
Trumbull,13-Nov,175
Trumbull,14-Nov,140
Trumbull,15-Nov,146
Trumbull,16-Nov,214
Trumbull,17-Nov,179
Trumbull,18-Nov,196
Trumbull,19-Nov,230
Trumbull,20-Nov,179
Trumbull,21-Nov,111
Trumbull,22-Nov,96
Trumbull,23-Nov,298
Trumbull,24-Nov,218
Trumbull,25-Nov,211
Trumbull,26-Nov,89
Trumbull,27-Nov,205
Trumbull,28-Nov,133
Trumbull,29-Nov,137
Trumbull,30-Nov,326
Trumbull,1-Dec,249
Trumbull,2-Dec,143
Trumbull,3-Dec,178
Trumbull,4-Dec,156
Trumbull,5-Dec,106
Trumbull,6-Dec,112
Trumbull,7-Dec,257
Trumbull,8-Dec,161
Trumbull,9-Dec,123
Trumbull,10-Dec,146
Trumbull,11-Dec,119
Trumbull,12-Dec,92
Trumbull,13-Dec,79
Trumbull,14-Dec,203
Trumbull,15-Dec,118
Trumbull,16-Dec,114
Trumbull,17-Dec,71
Trumbull,18-Dec,93
Trumbull,19-Dec,72
Trumbull,20-Dec,66
Trumbull,21-Dec,121
Trumbull,22-Dec,108
Trumbull,23-Dec,74
Trumbull,24-Dec,46
Trumbull,25-Dec,43
Trumbull,26-Dec,80
Trumbull,27-Dec,67
Trumbull,28-Dec,129
Trumbull,29-Dec,123
Trumbull,30-Dec,89
Trumbull,31-Dec,70
Trumbull,1-Jan,47
Trumbull,2-Jan,86
Trumbull,3-Jan,65
Trumbull,4-Jan,117
Trumbull,5-Jan,102
Trumbull,6-Jan,87
Trumbull,7-Jan,75
Trumbull,8-Jan,93
Trumbull,9-Jan,37
Trumbull,10-Jan,54
Trumbull,11-Jan,96
Trumbull,12-Jan,80
Trumbull,13-Jan,72
Trumbull,14-Jan,52
Trumbull,15-Jan,41
Trumbull,16-Jan,7
Trumbull,17-Jan,8
Tuscarawas,1-Aug,2
Tuscarawas,2-Aug,3
Tuscarawas,3-Aug,9
Tuscarawas,4-Aug,3
Tuscarawas,5-Aug,4
Tuscarawas,6-Aug,4
Tuscarawas,7-Aug,7
Tuscarawas,8-Aug,4
Tuscarawas,9-Aug,5
Tuscarawas,10-Aug,5
Tuscarawas,11-Aug,2
Tuscarawas,12-Aug,2
Tuscarawas,13-Aug,3
Tuscarawas,14-Aug,4
Tuscarawas,15-Aug,4
Tuscarawas,16-Aug,2
Tuscarawas,17-Aug,5
Tuscarawas,18-Aug,3
Tuscarawas,19-Aug,1
Tuscarawas,20-Aug,3
Tuscarawas,21-Aug,2
Tuscarawas,22-Aug,5
Tuscarawas,23-Aug,0
Tuscarawas,24-Aug,7
Tuscarawas,25-Aug,8
Tuscarawas,26-Aug,2
Tuscarawas,27-Aug,3
Tuscarawas,28-Aug,1
Tuscarawas,29-Aug,1
Tuscarawas,30-Aug,6
Tuscarawas,31-Aug,0
Tuscarawas,1-Sep,4
Tuscarawas,2-Sep,2
Tuscarawas,3-Sep,0
Tuscarawas,4-Sep,0
Tuscarawas,5-Sep,1
Tuscarawas,6-Sep,1
Tuscarawas,7-Sep,0
Tuscarawas,8-Sep,6
Tuscarawas,9-Sep,8
Tuscarawas,10-Sep,5
Tuscarawas,11-Sep,1
Tuscarawas,12-Sep,5
Tuscarawas,13-Sep,4
Tuscarawas,14-Sep,3
Tuscarawas,15-Sep,3
Tuscarawas,16-Sep,7
Tuscarawas,17-Sep,6
Tuscarawas,18-Sep,2
Tuscarawas,19-Sep,3
Tuscarawas,20-Sep,5
Tuscarawas,21-Sep,6
Tuscarawas,22-Sep,4
Tuscarawas,23-Sep,1
Tuscarawas,24-Sep,6
Tuscarawas,25-Sep,5
Tuscarawas,26-Sep,5
Tuscarawas,27-Sep,5
Tuscarawas,28-Sep,8
Tuscarawas,29-Sep,6
Tuscarawas,30-Sep,8
Tuscarawas,1-Oct,13
Tuscarawas,2-Oct,6
Tuscarawas,3-Oct,10
Tuscarawas,4-Oct,8
Tuscarawas,5-Oct,27
Tuscarawas,6-Oct,10
Tuscarawas,7-Oct,14
Tuscarawas,8-Oct,12
Tuscarawas,9-Oct,23
Tuscarawas,10-Oct,23
Tuscarawas,11-Oct,11
Tuscarawas,12-Oct,31
Tuscarawas,13-Oct,16
Tuscarawas,14-Oct,41
Tuscarawas,15-Oct,31
Tuscarawas,16-Oct,28
Tuscarawas,17-Oct,23
Tuscarawas,18-Oct,18
Tuscarawas,19-Oct,29
Tuscarawas,20-Oct,38
Tuscarawas,21-Oct,26
Tuscarawas,22-Oct,19
Tuscarawas,23-Oct,38
Tuscarawas,24-Oct,22
Tuscarawas,25-Oct,27
Tuscarawas,26-Oct,53
Tuscarawas,27-Oct,34
Tuscarawas,28-Oct,34
Tuscarawas,29-Oct,32
Tuscarawas,30-Oct,25
Tuscarawas,31-Oct,43
Tuscarawas,1-Nov,45
Tuscarawas,2-Nov,67
Tuscarawas,3-Nov,67
Tuscarawas,4-Nov,76
Tuscarawas,5-Nov,67
Tuscarawas,6-Nov,88
Tuscarawas,7-Nov,81
Tuscarawas,8-Nov,69
Tuscarawas,9-Nov,90
Tuscarawas,10-Nov,114
Tuscarawas,11-Nov,92
Tuscarawas,12-Nov,97
Tuscarawas,13-Nov,99
Tuscarawas,14-Nov,89
Tuscarawas,15-Nov,71
Tuscarawas,16-Nov,113
Tuscarawas,17-Nov,110
Tuscarawas,18-Nov,107
Tuscarawas,19-Nov,69
Tuscarawas,20-Nov,129
Tuscarawas,21-Nov,69
Tuscarawas,22-Nov,65
Tuscarawas,23-Nov,119
Tuscarawas,24-Nov,79
Tuscarawas,25-Nov,78
Tuscarawas,26-Nov,63
Tuscarawas,27-Nov,70
Tuscarawas,28-Nov,75
Tuscarawas,29-Nov,50
Tuscarawas,30-Nov,105
Tuscarawas,1-Dec,104
Tuscarawas,2-Dec,79
Tuscarawas,3-Dec,85
Tuscarawas,4-Dec,93
Tuscarawas,5-Dec,73
Tuscarawas,6-Dec,62
Tuscarawas,7-Dec,99
Tuscarawas,8-Dec,97
Tuscarawas,9-Dec,86
Tuscarawas,10-Dec,82
Tuscarawas,11-Dec,76
Tuscarawas,12-Dec,68
Tuscarawas,13-Dec,45
Tuscarawas,14-Dec,95
Tuscarawas,15-Dec,96
Tuscarawas,16-Dec,57
Tuscarawas,17-Dec,55
Tuscarawas,18-Dec,62
Tuscarawas,19-Dec,71
Tuscarawas,20-Dec,35
Tuscarawas,21-Dec,78
Tuscarawas,22-Dec,47
Tuscarawas,23-Dec,54
Tuscarawas,24-Dec,45
Tuscarawas,25-Dec,31
Tuscarawas,26-Dec,45
Tuscarawas,27-Dec,45
Tuscarawas,28-Dec,85
Tuscarawas,29-Dec,48
Tuscarawas,30-Dec,76
Tuscarawas,31-Dec,58
Tuscarawas,1-Jan,52
